iati_identifier,transaction_number,title,date,transaction_type,finance_type,original_transaction_value,wb_sector_name,wb_sector_percentage,recipient_name,recipient_percentage,split_transaction_value
44000-P168551,187,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14871441.0,Climate change,19.0,Rwanda,100.0,2825573.79
44000-P168551,187,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14871441.0,Climate adaptation,15.0,Rwanda,100.0,2230716.15
44000-P160488,188,"Lake Victoria Transport Program - SOP1, Rwanda",2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3515769.0,Climate change,10.0,Rwanda,100.0,351576.9
44000-P160488,188,"Lake Victoria Transport Program - SOP1, Rwanda",2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3515769.0,Climate adaptation,10.0,Rwanda,100.0,351576.9
44000-P172594,189,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5751012.0,Climate change,38.0,Rwanda,100.0,2185384.56
44000-P172594,189,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5751012.0,Climate mitigation,31.0,Rwanda,100.0,1782813.72
44000-P172594,189,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5751012.0,Gender,63.0,Rwanda,100.0,3623137.56
44000-P172594,189,Rwanda - Energy Access and Quality Improvement Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5751012.0,Climate adaptation,7.0,Rwanda,100.0,402570.84
44000-P165017,190,Second Rwanda Urban Development Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,426053.0,Climate change,77.0,Rwanda,100.0,328060.81
44000-P165017,190,Second Rwanda Urban Development Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,426053.0,Gender,44.0,Rwanda,100.0,187463.32
44000-P165017,190,Second Rwanda Urban Development Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,426053.0,Climate adaptation,37.0,Rwanda,100.0,157639.61
44000-P165017,190,Second Rwanda Urban Development Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,426053.0,Climate mitigation,40.0,Rwanda,100.0,170421.2
44000-P165017,191,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2968636.0,Climate change,77.0,Rwanda,100.0,2285849.72
44000-P165017,191,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2968636.0,Gender,44.0,Rwanda,100.0,1306199.84
44000-P165017,191,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2968636.0,Climate adaptation,37.0,Rwanda,100.0,1098395.32
44000-P165017,191,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2968636.0,Climate mitigation,40.0,Rwanda,100.0,1187454.4000000001
44000-P148927,192,Transformation of Agriculture Sector Program Phase 3  PforR,2014-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,28244765.0,Climate mitigation,30.0,Rwanda,100.0,8473429.5
44000-P148927,192,Transformation of Agriculture Sector Program Phase 3  PforR,2014-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,28244765.0,Climate adaptation,30.0,Rwanda,100.0,8473429.5
44000-P148927,192,Transformation of Agriculture Sector Program Phase 3  PforR,2014-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,28244765.0,Climate change,60.0,Rwanda,100.0,16946859.0
44000-P172594,193,Rwanda - Energy Access and Quality Improvement Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1663477.0,Climate change,38.0,Rwanda,100.0,632121.26
44000-P172594,193,Rwanda - Energy Access and Quality Improvement Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1663477.0,Climate mitigation,31.0,Rwanda,100.0,515677.87
44000-P172594,193,Rwanda - Energy Access and Quality Improvement Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1663477.0,Gender,63.0,Rwanda,100.0,1047990.51
44000-P172594,193,Rwanda - Energy Access and Quality Improvement Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1663477.0,Climate adaptation,7.0,Rwanda,100.0,116443.39000000001
44000-P175273,194,Access to Finance for Recovery and Resilience Project,2022-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1108303.0,Gender,77.0,Rwanda,100.0,853393.31
44000-P175273,194,Access to Finance for Recovery and Resilience Project,2022-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1108303.0,Climate change,6.0,Rwanda,100.0,66498.18
44000-P175273,194,Access to Finance for Recovery and Resilience Project,2022-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1108303.0,Climate adaptation,6.0,Rwanda,100.0,66498.18
44000-P161876,195,Transformation of Agriculture Sector Program 4 Phase 2,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7663337.0,Climate mitigation,15.0,Rwanda,100.0,1149500.55
44000-P161876,195,Transformation of Agriculture Sector Program 4 Phase 2,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7663337.0,Climate adaptation,16.0,Rwanda,100.0,1226133.92
44000-P161876,195,Transformation of Agriculture Sector Program 4 Phase 2,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7663337.0,Climate change,31.0,Rwanda,100.0,2375634.47
44000-P112712,196,Second Emergency Demobilization and Reintegration Project,2015-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,12394.0,Gender,10.0,Rwanda,100.0,1239.4
44000-P178161,197,Volcanoes Community Resilience Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3267532.0,Climate change,46.0,Rwanda,100.0,1503064.72
44000-P178161,197,Volcanoes Community Resilience Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3267532.0,Climate adaptation,31.0,Rwanda,100.0,1012934.92
44000-P178161,197,Volcanoes Community Resilience Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3267532.0,Climate mitigation,15.0,Rwanda,100.0,490129.8
44000-P178161,197,Volcanoes Community Resilience Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3267532.0,Gender,33.0,Rwanda,100.0,1078285.56
44000-P112712,198,Second Emergency Demobilization and Reintegration Project,2013-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,104938.0,Gender,10.0,Rwanda,100.0,10493.800000000001
44000-P162646,199,Strengthening Social Protection Project,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,15120740.0,Climate mitigation,10.0,Rwanda,100.0,1512074.0
44000-P162646,199,Strengthening Social Protection Project,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,15120740.0,Climate adaptation,18.0,Rwanda,100.0,2721733.1999999997
44000-P162646,199,Strengthening Social Protection Project,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,15120740.0,Climate change,28.0,Rwanda,100.0,4233807.2
44000-P171462,200,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3140460.0,Climate change,43.0,Rwanda,100.0,1350397.8
44000-P171462,200,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3140460.0,Gender,87.0,Rwanda,100.0,2732200.2
44000-P171462,200,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3140460.0,Climate mitigation,13.0,Rwanda,100.0,408259.8
44000-P171462,200,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3140460.0,Climate adaptation,30.0,Rwanda,100.0,942138.0
44000-P112712,201,Second Emergency Demobilization and Reintegration Project,2016-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,384909.0,Gender,10.0,Rwanda,100.0,38490.9
44000-P165017,202,Second Rwanda Urban Development Project,2022-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1260372.0,Climate change,77.0,Rwanda,100.0,970486.4400000001
44000-P165017,202,Second Rwanda Urban Development Project,2022-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1260372.0,Gender,44.0,Rwanda,100.0,554563.68
44000-P165017,202,Second Rwanda Urban Development Project,2022-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1260372.0,Climate adaptation,37.0,Rwanda,100.0,466337.64
44000-P165017,202,Second Rwanda Urban Development Project,2022-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1260372.0,Climate mitigation,40.0,Rwanda,100.0,504148.80000000005
44000-P162646,203,Strengthening Social Protection Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,-3199.0,Climate mitigation,10.0,Rwanda,100.0,-319.90000000000003
44000-P162646,203,Strengthening Social Protection Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,-3199.0,Climate adaptation,18.0,Rwanda,100.0,-575.8199999999999
44000-P162646,203,Strengthening Social Protection Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,-3199.0,Climate change,28.0,Rwanda,100.0,-895.7200000000001
44000-P171462,204,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1732262.0,Climate change,43.0,Rwanda,100.0,744872.66
44000-P171462,204,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1732262.0,Gender,87.0,Rwanda,100.0,1507067.94
44000-P171462,204,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1732262.0,Climate mitigation,13.0,Rwanda,100.0,225194.06
44000-P171462,204,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1732262.0,Climate adaptation,30.0,Rwanda,100.0,519678.6
44000-P177492,205,Social Protection Transformation Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,560002.0,Climate change,12.0,Rwanda,100.0,67200.23999999999
44000-P177492,205,Social Protection Transformation Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,560002.0,Climate adaptation,12.0,Rwanda,100.0,67200.23999999999
44000-P177492,205,Social Protection Transformation Project,2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,560002.0,Gender,22.0,Rwanda,100.0,123200.44
44000-P112712,206,Second Emergency Demobilization and Reintegration Project,2015-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,434313.0,Gender,10.0,Rwanda,100.0,43431.3
44000-P165017,207,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate change,77.0,Rwanda,100.0,1540000.0
44000-P165017,207,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Gender,44.0,Rwanda,100.0,880000.0
44000-P165017,207,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate adaptation,37.0,Rwanda,100.0,740000.0
44000-P165017,207,Second Rwanda Urban Development Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate mitigation,40.0,Rwanda,100.0,800000.0
44000-P171462,208,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1729030.0,Climate change,43.0,Rwanda,100.0,743482.9
44000-P171462,208,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1729030.0,Gender,87.0,Rwanda,100.0,1504256.1
44000-P171462,208,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1729030.0,Climate mitigation,13.0,Rwanda,100.0,224773.9
44000-P171462,208,Commercialization and De-Risking for Agricultural Transformation Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1729030.0,Climate adaptation,30.0,Rwanda,100.0,518709.0
44000-P160488,209,"Lake Victoria Transport Program - SOP1, Rwanda",2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,816617.0,Climate change,10.0,Rwanda,100.0,81661.70000000001
44000-P160488,209,"Lake Victoria Transport Program - SOP1, Rwanda",2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,816617.0,Climate adaptation,10.0,Rwanda,100.0,81661.70000000001
44000-P175273,210,Access to Finance for Recovery and Resilience Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1021931.0,Gender,77.0,Rwanda,100.0,786886.87
44000-P175273,210,Access to Finance for Recovery and Resilience Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1021931.0,Climate change,6.0,Rwanda,100.0,61315.86
44000-P175273,210,Access to Finance for Recovery and Resilience Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1021931.0,Climate adaptation,6.0,Rwanda,100.0,61315.86
44000-P168551,211,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,388591.0,Gender,37.0,Rwanda,100.0,143778.67
44000-P168551,211,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,388591.0,Climate mitigation,5.0,Rwanda,100.0,19429.55
44000-P168551,211,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,388591.0,Climate change,19.0,Rwanda,100.0,73832.29
44000-P168551,211,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,388591.0,Climate adaptation,15.0,Rwanda,100.0,58288.65
44000-P177492,212,Social Protection Transformation Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9230172.0,Climate change,12.0,Rwanda,100.0,1107620.64
44000-P177492,212,Social Protection Transformation Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9230172.0,Climate adaptation,12.0,Rwanda,100.0,1107620.64
44000-P177492,212,Social Protection Transformation Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9230172.0,Gender,22.0,Rwanda,100.0,2030637.84
44000-P162671,213,Rwanda Energy Sector Development Policy Loan,2017-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,125308920.0,Climate mitigation,56.0,Rwanda,100.0,70172995.2
44000-P162671,213,Rwanda Energy Sector Development Policy Loan,2017-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,125308920.0,Climate change,56.0,Rwanda,100.0,70172995.2
44000-P172594,214,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9302602.0,Climate change,38.0,Rwanda,100.0,3534988.7600000002
44000-P172594,214,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9302602.0,Climate mitigation,31.0,Rwanda,100.0,2883806.62
44000-P172594,214,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9302602.0,Gender,63.0,Rwanda,100.0,5860639.26
44000-P172594,214,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9302602.0,Climate adaptation,7.0,Rwanda,100.0,651182.14
44000-P160488,215,"Lake Victoria Transport Program - SOP1, Rwanda",2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2103822.0,Climate change,10.0,Rwanda,100.0,210382.2
44000-P160488,215,"Lake Victoria Transport Program - SOP1, Rwanda",2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2103822.0,Climate adaptation,10.0,Rwanda,100.0,210382.2
44000-P165017,216,Second Rwanda Urban Development Project,2021-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,45402.0,Climate change,77.0,Rwanda,100.0,34959.54
44000-P165017,216,Second Rwanda Urban Development Project,2021-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,45402.0,Gender,44.0,Rwanda,100.0,19976.88
44000-P165017,216,Second Rwanda Urban Development Project,2021-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,45402.0,Climate adaptation,37.0,Rwanda,100.0,16798.74
44000-P165017,216,Second Rwanda Urban Development Project,2021-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,45402.0,Climate mitigation,40.0,Rwanda,100.0,18160.8
44000-P112712,217,Second Emergency Demobilization and Reintegration Project,2011-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,-1248266.0,Gender,10.0,Rwanda,100.0,-124826.6
44000-P165017,218,Second Rwanda Urban Development Project,2021-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2310453.0,Climate change,77.0,Rwanda,100.0,1779048.81
44000-P165017,218,Second Rwanda Urban Development Project,2021-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2310453.0,Gender,44.0,Rwanda,100.0,1016599.32
44000-P165017,218,Second Rwanda Urban Development Project,2021-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2310453.0,Climate adaptation,37.0,Rwanda,100.0,854867.61
44000-P165017,218,Second Rwanda Urban Development Project,2021-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2310453.0,Climate mitigation,40.0,Rwanda,100.0,924181.2000000001
44000-P160488,219,"Lake Victoria Transport Program - SOP1, Rwanda",2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1720642.0,Climate change,10.0,Rwanda,100.0,172064.2
44000-P160488,219,"Lake Victoria Transport Program - SOP1, Rwanda",2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1720642.0,Climate adaptation,10.0,Rwanda,100.0,172064.2
44000-P112712,220,Second Emergency Demobilization and Reintegration Project,2016-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,184571.0,Gender,10.0,Rwanda,100.0,18457.100000000002
44000-P160488,221,"Lake Victoria Transport Program - SOP1, Rwanda",2020-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3208845.0,Climate change,10.0,Rwanda,100.0,320884.5
44000-P160488,221,"Lake Victoria Transport Program - SOP1, Rwanda",2020-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3208845.0,Climate adaptation,10.0,Rwanda,100.0,320884.5
44000-P173373,222,Digital Acceleration Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2420117.0,Climate adaptation,5.0,Rwanda,100.0,121005.85
44000-P173373,222,Digital Acceleration Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2420117.0,Climate change,15.0,Rwanda,100.0,363017.55
44000-P173373,222,Digital Acceleration Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2420117.0,Climate mitigation,9.0,Rwanda,100.0,217810.53
44000-P148927,223,Transformation of Agriculture Sector Program Phase 3  PforR,2017-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,519365.0,Climate mitigation,30.0,Rwanda,100.0,155809.5
44000-P148927,223,Transformation of Agriculture Sector Program Phase 3  PforR,2017-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,519365.0,Climate adaptation,30.0,Rwanda,100.0,155809.5
44000-P148927,223,Transformation of Agriculture Sector Program Phase 3  PforR,2017-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,519365.0,Climate change,60.0,Rwanda,100.0,311619.0
44000-P171462,224,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,615337.0,Climate change,43.0,Rwanda,100.0,264594.91
44000-P171462,224,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,615337.0,Gender,87.0,Rwanda,100.0,535343.19
44000-P171462,224,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,615337.0,Climate mitigation,13.0,Rwanda,100.0,79993.81
44000-P171462,224,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,615337.0,Climate adaptation,30.0,Rwanda,100.0,184601.1
44000-P175273,225,Access to Finance for Recovery and Resilience Project,2022-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2926740.0,Gender,77.0,Rwanda,100.0,2253589.8000000003
44000-P175273,225,Access to Finance for Recovery and Resilience Project,2022-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2926740.0,Climate change,6.0,Rwanda,100.0,175604.4
44000-P175273,225,Access to Finance for Recovery and Resilience Project,2022-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2926740.0,Climate adaptation,6.0,Rwanda,100.0,175604.4
44000-P165017,226,Second Rwanda Urban Development Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,596453.0,Climate change,77.0,Rwanda,100.0,459268.81
44000-P165017,226,Second Rwanda Urban Development Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,596453.0,Gender,44.0,Rwanda,100.0,262439.32
44000-P165017,226,Second Rwanda Urban Development Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,596453.0,Climate adaptation,37.0,Rwanda,100.0,220687.61
44000-P165017,226,Second Rwanda Urban Development Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,596453.0,Climate mitigation,40.0,Rwanda,100.0,238581.2
44000-P175273,227,Access to Finance for Recovery and Resilience Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5466718.0,Gender,77.0,Rwanda,100.0,4209372.86
44000-P175273,227,Access to Finance for Recovery and Resilience Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5466718.0,Climate change,6.0,Rwanda,100.0,328003.08
44000-P175273,227,Access to Finance for Recovery and Resilience Project,2022-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,5466718.0,Climate adaptation,6.0,Rwanda,100.0,328003.08
44000-P161876,228,Transformation of Agriculture Sector Program 4 Phase 2,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3965645.0,Climate mitigation,15.0,Rwanda,100.0,594846.75
44000-P161876,228,Transformation of Agriculture Sector Program 4 Phase 2,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3965645.0,Climate adaptation,16.0,Rwanda,100.0,634503.2000000001
44000-P161876,228,Transformation of Agriculture Sector Program 4 Phase 2,2021-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3965645.0,Climate change,31.0,Rwanda,100.0,1229349.95
44000-P164807,229,Rwanda Public Finance Management Reform Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3975065.0,Gender,54.0,Rwanda,100.0,2146535.1
