unique_id,text,climate_adaptation,climate_mitigation
2015080002|2015|Bio-Diversity|0.007732|41030,Bio-Diversity BIO-DIVERSITY Varied White-fronted Capuchin,0,0
2015080102|2015|Bio-Diversity|0.007732|41030,Bio-Diversity BIO-DIVERSITY Araguaia River Dolphin,0,0
2015080120|2015|Bio-Diversity|0.005468|41030,Bio-Diversity BIO-DIVERSITY Balson Tortoise,0,0
2015080072|2015|Bio-Diversity|0.007732|41030,Bio-Diversity BIO-DIVERSITY Blue-throated Macaw,0,0
2015080066|2015|Bio-Diversity|0.007732|41030,Bio-Diversity BIO-DIVERSITY Klein's rib-less orchid,0,0
2015080137|2015|Bio-Diversity|0.007698|41030,Bio-Diversity BIO-DIVERSITY Taita Hills Warty Frog,0,0
2015080165|2015|Bio-Diversity|0.007698|41030,Bio-Diversity BIO-DIVERSITY Cat Ba Langur,0,0
2015080171|2015|Bio-Diversity|0.007698|41030,Bio-Diversity BIO-DIVERSITY Forest Hinged Tortoise,0,0
2015080039|2015|Bio-Diversity|0.007655|41030,Bio-Diversity BIO-DIVERSITY Kolar leaf-nosed bat,0,0
2015080100|2015|Bio-Diversity|0.007655|41030,Bio-Diversity BIO-DIVERSITY Sapito Narizon,0,0
2015080117|2015|Bio-Diversity|0.007551|41030,Bio-Diversity BIO-DIVERSITY Pallas's cat,0,0
2015080021|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY African wolf,0,0
2015080006|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Sand Cat,0,0
2015080083|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Black-eared Mantella,0,0
2015080103|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Greater big-footed mouse,0,0
2015080078|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Stresemann's Bristlefront,0,0
2015080169|2015|Bio-Diversity|0.005498|41030,Bio-Diversity BIO-DIVERSITY Sibreei's fat-tailed dwarf lemur - Mammal,0,0
2015080154|2015|Bio-Diversity|0.005498|41030,Bio-Diversity BIO-DIVERSITY Leopard,0,0
2015080168|2015|Bio-Diversity|0.005498|41030,Bio-Diversity BIO-DIVERSITY Southern woolly lemur,0,0
2015080007|2015|Bio-Diversity|0.005468|41030,Bio-Diversity BIO-DIVERSITY Eastern chimpanzee,0,0
2015080105|2015|Bio-Diversity|0.005468|41030,Bio-Diversity BIO-DIVERSITY Indian Pangolin,0,0
2015080180|2015|Bio-Diversity|0.005344|41030,Bio-Diversity BIO-DIVERSITY Eric's Sylvan,0,0
2015080033|2015|Bio-Diversity|0.005343|41030,Bio-Diversity BIO-DIVERSITY Irangi puddle frog,0,0
2015080139|2015|Bio-Diversity|0.005303|41030,Bio-Diversity BIO-DIVERSITY Polyommatus myrrha cinyrea,0,0
2015080038|2015|Bio-Diversity|0.005026|41030,Bio-Diversity BIO-DIVERSITY Armenian birch mouse,0,0
2015250021|2015|Voluntary contributions to programmes of international organisations|0.055028|41030,Voluntary contributions to programmes of international organisations VOLUNTARY CONTRIBUTIONS TO PROGRAMMES OF INTERNATIONAL ORGANISATIONS The Species Survival Commission (SSC) is a commission of the International Union for Conservation of Nature (IUCN)  Whos mission is to evaluate and highlight the many values of biodiversity and put authoritative biodiversity knowledge  at the center of decision-making,0,0
2015250025|2015|Bio-Diversity|0.275362|41030,"Bio-Diversity BIO-DIVERSITY The purpose of this Agreement is to implement the largest reintroduction of captive-bred ungulates ever undertaken with the goal of restoring the Scimitar-Horned Oryx to its historical range in the Ouadi Rim̩-Ouadi Achim Game Reserve in Central Chad. The Chad Government represented by its Ministry of Environment and Fisheries, is prepared to receive and administer the release of scimitar-horned oryx in Chad and ensure their protection within these reserves.",0,0
2009030060|2015|Timkit Dam - Morocco|0.425485|14040,Timkit Dam - Morocco TIMKIT DAM - MOROCCO Timkit Province Dam project. Construction of a dam up to 56 meters to hold about 136 thousand cubic meters and a capacity to fill up to approximately 14 million cubic meters of water.,1,0
2009030031|2015|Construction of dams and reservoirs - Tunisia|14040,Construction of dams and reservoirs - Tunisia CONSTRUCTION OF DAMS AND RESERVOIRS - TUNISIA construction of 20 dams,1,0
2015030046|2015|Renewable energy for UNRWA's Educational and Health Facilities ( MASDAR)|23210,Renewable energy for UNRWA's Educational and Health Facilities ( MASDAR) RENEWABLE ENERGY FOR UNRWA'S EDUCATIONAL AND HEALTH FACILITIES ( MASDAR) Renewable energy for UNRWA's Educational and Health Facilities ( MASDAR),2,0
2015030010|2015|Solar Penetration and Water Access|4.941553|23230,Solar Penetration and Water Access SOLAR PENETRATION AND WATER ACCESS Construct a solar energy PV power plant,0,2
2015030014|2015|600 Kw Ground Mounted Solar in Solomon Islands|3.730927|23230,600 Kw Ground Mounted Solar in Solomon Islands 600 KW GROUND MOUNTED SOLAR IN SOLOMON ISLANDS Constructing a solar energy power plant,0,2
2015030009|2015|600 KW Solar PV Power Project|2.982541|23230,600 KW Solar PV Power Project 600 KW SOLAR PV POWER PROJECT Construct a solar energy PV power plant,0,2
2015030017|2015|Finance Solar Energy Project|1.970018|23230,Finance Solar Energy Project FINANCE SOLAR ENERGY PROJECT Construct solar power plants.,0,2
2015030013|2015|500 KW Ground Mounted Solar in Nauru|2.520302|23230,500 KW Ground Mounted Solar in Nauru 500 KW GROUND MOUNTED SOLAR IN NAURU Constructing a solar energy power plant,0,2
2014030112|2015|Solar Power Projects (400 KW)|3.796961|23230,Solar Power Projects (400 KW) SOLAR POWER PROJECTS (400 KW) Solar Power Projects (400 KW),0,2
2014030111|2015|Solar Power Projects (525 KW)|3.565842|23230,Solar Power Projects (525 KW) SOLAR POWER PROJECTS (525 KW) Solar Power Projects (525 KW),0,2
2014030113|2015|Solar Power Projects (501 KW)|2.520302|23230,Solar Power Projects (501 KW) SOLAR POWER PROJECTS (501 KW) Solar Power Projects (501 KW),0,2
2014030110|2015|Solar Power Projects (350 kw)|2.399239|23230,Solar Power Projects (350 kw) SOLAR POWER PROJECTS (350 KW) Solar Power Projects (350 kw),0,2
2011030009|2015|development projects in Seychelles|0.15408|23240,development projects in Seychelles DEVELOPMENT PROJECTS IN SEYCHELLES development projects in Seychelles,0,2
2015030039|2015|North State for Desalination|14021,North State for Desalination NORTH STATE FOR DESALINATION North State for Desalination,1,0
2012030004|2015|Metolong Dam - Lesotho|6.508127|14021,Metolong Dam - Lesotho METOLONG DAM - LESOTHO Metolong Dam for potables water project,1,0
2015080159|2015|Bio-Diversity|0.004372|41030,Bio-Diversity BIO-DIVERSITY Ganges River Dolphin,0,0
2015080009|2015|Bio-Diversity|0.004208|41030,Bio-Diversity BIO-DIVERSITY Greek Meadow Viper,0,0
2015080150|2015|Bio-Diversity|0.003849|41030,Bio-Diversity BIO-DIVERSITY Edough ribbed newt,0,0
2015080153|2015|Bio-Diversity|0.003849|41030,Bio-Diversity BIO-DIVERSITY Brazilian red-belly toad male,0,0
2015080164|2015|Bio-Diversity|0.003299|41030,Bio-Diversity BIO-DIVERSITY Sri Lanka Emerald Spreadwing,0,0
2015080087|2015|Bio-Diversity|0.002761|41030,Bio-Diversity BIO-DIVERSITY Black-headed Bushmaster,0,0
2015080010|2015|Bio-Diversity|0.002306|41030,Bio-Diversity BIO-DIVERSITY Taita Apalis,0,0
2015080035|2015|Bio-Diversity|0.004374|41030,Bio-Diversity BIO-DIVERSITY culantrillo,0,0
2015080046|2015|Bio-Diversity|0.004374|41030,Bio-Diversity BIO-DIVERSITY Seram bandicoot,0,0
2015080044|2015|Bio-Diversity|0.004374|41030,"Bio-Diversity BIO-DIVERSITY Cipres, Zapote",0,0
2015080127|2015|Bio-Diversity|0.004374|41030,Bio-Diversity BIO-DIVERSITY Zapata's toad,0,0
2015080138|2015|Bio-Diversity|0.016495|41030,Bio-Diversity BIO-DIVERSITY Galapagos Tortoise,0,0
2015080023|2015|Bio-Diversity|0.016404|41030,Bio-Diversity BIO-DIVERSITY Galapagos Spiny Gladiator Lichen,0,0
2015080076|2015|Bio-Diversity|0.014911|41030,Bio-Diversity BIO-DIVERSITY Tequila Splitfin,0,0
2015080036|2015|Bio-Diversity|0.013807|41030,Bio-Diversity BIO-DIVERSITY Townsend's Shearwater,0,0
2015080034|2015|Bio-Diversity|0.013807|41030,Bio-Diversity BIO-DIVERSITY Mongolian wild ass,0,0
2015080133|2015|Bio-Diversity|0.013807|41030,Bio-Diversity BIO-DIVERSITY Hooded Vulture,0,0
2015080101|2015|Bio-Diversity|0.013807|41030,Bio-Diversity BIO-DIVERSITY Kipunji,0,0
2015080149|2015|Bio-Diversity|0.013746|41030,Bio-Diversity BIO-DIVERSITY Black eyed tree frog,0,0
2015080160|2015|Bio-Diversity|0.013746|41030,Bio-Diversity BIO-DIVERSITY Fijian free-tailed bat,0,0
2015080174|2015|Bio-Diversity|0.013746|41030,Bio-Diversity BIO-DIVERSITY Elkhorn coral,0,0
2015080015|2015|Bio-Diversity|0.01367|41030,Bio-Diversity BIO-DIVERSITY Pickersgill's Reed Frog,0,0
2015080071|2015|Bio-Diversity|0.013668|41030,Bio-Diversity BIO-DIVERSITY Floreana mockingbird,0,0
2015080058|2015|Bio-Diversity|0.013586|41030,Bio-Diversity BIO-DIVERSITY Vanzolini's bald Faced saki monkey,0,0
2015080018|2015|Bio-Diversity|0.01215|41030,Bio-Diversity BIO-DIVERSITY Irrawaddy dolphin,0,0
2015080077|2015|Bio-Diversity|0.01215|41030,Bio-Diversity BIO-DIVERSITY Sawfish,0,0
2015080148|2015|Bio-Diversity|0.012096|41030,Bio-Diversity BIO-DIVERSITY Floreana Island Galapagos Racer,0,0
2015080135|2015|Bio-Diversity|0.012096|41030,Bio-Diversity BIO-DIVERSITY Blue-eyed Black Lemur,0,0
2015080042|2015|Bio-Diversity|0.011811|41030,Bio-Diversity BIO-DIVERSITY Alai pit viper,0,0
2015080130|2015|Bio-Diversity|0.011591|41030,Bio-Diversity BIO-DIVERSITY Oncilla,0,0
2015080057|2015|Bio-Diversity|0.011155|41030,Bio-Diversity BIO-DIVERSITY Timor-Leste Long-necked turtle,0,0
2015080108|2015|Bio-Diversity|0.011047|41030,Bio-Diversity BIO-DIVERSITY Yellow-tailed woolly Monkey,0,0
2015080065|2015|Bio-Diversity|0.011047|41030,"Bio-Diversity BIO-DIVERSITY Bay, Flat-headed, Marbled Cat",0,0
2015080050|2015|Bio-Diversity|0.011046|41030,Bio-Diversity BIO-DIVERSITY Sturgeon Fish,0,0
2015080048|2015|Bio-Diversity|0.011046|41030,Bio-Diversity BIO-DIVERSITY Jungle cat,0,0
2015080089|2015|Bio-Diversity|0.011046|41030,Bio-Diversity BIO-DIVERSITY Javan Rhino,0,0
2015080079|2015|Bio-Diversity|0.011046|41030,Bio-Diversity BIO-DIVERSITY Black lion tamarin,0,0
2015080088|2015|Bio-Diversity|0.009908|41030,Bio-Diversity BIO-DIVERSITY Guigna,0,0
2015080024|2015|Bio-Diversity|0.009843|41030,Bio-Diversity BIO-DIVERSITY Mantidactylus pauliani,0,0
2015080107|2015|Bio-Diversity|0.009681|41030,Bio-Diversity BIO-DIVERSITY Sharpe's Longclaw,0,0
2015080142|2015|Bio-Diversity|0.008797|41030,Bio-Diversity BIO-DIVERSITY Hodded Spider Monkey,0,0
2015080155|2015|Bio-Diversity|0.008797|41030,Bio-Diversity BIO-DIVERSITY Peruvian yellow tailed wooly monkey,0,0
2015080145|2015|Bio-Diversity|0.008797|41030,Bio-Diversity BIO-DIVERSITY Alfiler,0,0
2015080170|2015|Bio-Diversity|0.008797|41030,Bio-Diversity BIO-DIVERSITY Yangtze finless porpoise,0,0
2015080045|2015|Bio-Diversity|0.008505|41030,Bio-Diversity BIO-DIVERSITY Valcheta Frog/ Somuncura Frog,0,0
2015080003|2015|Bio-Diversity|0.008395|41030,Bio-Diversity BIO-DIVERSITY Junin Grebe,0,0
2015080069|2015|Bio-Diversity|0.008285|41030,Bio-Diversity BIO-DIVERSITY Wilson's Faveiro Tree,0,0
2015080113|2015|Bio-Diversity|0.008284|41030,Bio-Diversity BIO-DIVERSITY Blind fish,0,0
2015080073|2015|Bio-Diversity|0.008121|41030,Bio-Diversity BIO-DIVERSITY Black-capped Petrel,0,0
2015080121|2015|Bio-Diversity|0.007108|41030,Bio-Diversity BIO-DIVERSITY Amboli Bush Frog,0,0
2015080060|2015|Bio-Diversity|0.006904|41030,Bio-Diversity BIO-DIVERSITY Indian Narrowheaded Softshell Turtle,0,0
2015080022|2015|Bio-Diversity|0.00689|41030,Bio-Diversity BIO-DIVERSITY Harvestman,0,0
2015080132|2015|Bio-Diversity|0.006835|41030,Bio-Diversity BIO-DIVERSITY Lappet-faced Vulture,0,0
2015080158|2015|Bio-Diversity|0.006708|41030,Bio-Diversity BIO-DIVERSITY Wroughtoni's free tailed bat,0,0
2015080167|2015|Bio-Diversity|0.006598|41030,Bio-Diversity BIO-DIVERSITY Artocarpus annulatus,0,0
2015080122|2015|Bio-Diversity|0.006562|41030,Bio-Diversity BIO-DIVERSITY X mass Frog,0,0
2015080126|2015|Bio-Diversity|0.006561|41030,Bio-Diversity BIO-DIVERSITY Mitterneier's Sportive Lemur,0,0
2015080141|2015|Bio-Diversity|0.005718|41030,Bio-Diversity BIO-DIVERSITY Black-fronted Piping-guan,0,0
2015080086|2015|Bio-Diversity|0.005523|41030,"Bio-Diversity BIO-DIVERSITY Green, Olive ridley",0,0
2015080027|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Sumatran Mountain Maxomys,0,0
2015080056|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Oaxacan Spiny- Tailed Iguana,0,0
2015080013|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Ethiopian Amphibious Rat,0,0
2015080082|2015|Bio-Diversity|0.005468|41030,Bio-Diversity BIO-DIVERSITY Madagascar Spider Tortoise,0,0
2015080161|2015|Bio-Diversity|0.005421|41030,Bio-Diversity BIO-DIVERSITY Asian Elephant,0,0
2015080012|2015|Bio-Diversity|0.005357|41030,Bio-Diversity BIO-DIVERSITY Darevsky's Viper,0,0
2015080005|2015|Bio-Diversity|0.004971|41030,Bio-Diversity BIO-DIVERSITY Himalayan Newt/Salamander,0,0
2015080147|2015|Bio-Diversity|0.004948|41030,Bio-Diversity BIO-DIVERSITY Azulejo,0,0
2015080134|2015|Bio-Diversity|0.004921|41030,Bio-Diversity BIO-DIVERSITY Northern Yellow Cheeked Gibbon,0,0
2015080064|2015|Bio-Diversity|0.004419|41030,Bio-Diversity BIO-DIVERSITY Tadpole shrimp,0,0
2015080011|2015|Bio-Diversity|0.004418|41030,Bio-Diversity BIO-DIVERSITY Adama (Arabic Name),0,0
2015080084|2015|Bio-Diversity|0.005523|41030,Bio-Diversity BIO-DIVERSITY Chilean Woodstar,0,0
2015250022|2015|Voluntary core contributions to international organisations|0.385199|41020,"Voluntary core contributions to international organisations VOLUNTARY CORE CONTRIBUTIONS TO INTERNATIONAL ORGANISATIONS We have been supporting the Global Footprint Network (GFN), an international think tank, since 2007. Its work aims to  accelerate the use of the Ecological Footprint, a resource accounting tool that measures how much nature we have, how much we use, and who uses it. We provide GFN with financial support for the instituation as well as offer funding for specific activities linked to sustainability, footprint or competitiveness 2.0.",0,2
2015250024|2015|Bio-Diversity|1.476206|41030,"Bio-Diversity BIO-DIVERSITY EAD being the competent government entity entrusted with protecting and conserving the environment and wildlife, and being conscious that scimitar-horned oryx were exterminated during the early 1980s as a result of civil war in Chad, and totally extinct in the wild during the 1990s, it engaged with the Sahara Conservation Fund (SCF) in reliance on its skill and knowledge and experience, to reintroduce the scimitar-horned oryx to its original, unfenced habitat in central Chad, utilizing animals drawn from the legacy of late Sheikh Zayed Bin Sultan Al Nahyan's private wildlife collections.",0,0
2015250023|2015|Voluntary contributions to programmes of international organisations|1.439731|41030,"Voluntary contributions to programmes of international organisations VOLUNTARY CONTRIBUTIONS TO PROGRAMMES OF INTERNATIONAL ORGANISATIONS Contributions to support the Memorandum of Understanding on the conservation of migratory birds of prey in Africa and Eurasia, and the Memorandum of Understanding on the conservation and management of Dugongs and their habitats.",0,0
